item_id,attribute_list
10225,12943 9392 758 8635 16522 9658 8632 15237 7528 10797
10226,17921 16161 16807 10066 2200 17457 9849 8281 17259 7423
10227,6202 1742 6579 13526 1870 7702 5015 5880 15685 17585
10228,3994 3992 3953 3955 1722 4025 3958 1720 1730 1715
10229,8184 13060 10370 8207 13068 8203 8202 15551 10376 3474
10230,1890 758 6039 1554 4093 1547 4055 1569 6041 6046
10231,9209 9215 1669 9153 1661 9173 9178 9198 1648 9140
10232,5245 6940 10432 7083 6589 1185 4887 2987 13231 14869
10233,7317 7290 7423 7407 7371 11034 7347 7319 10881 2307
10234,13231 3853 2575 9941 11501 11453 1059 2089 325 1189
10235,16944 17813 8417 16856 16861 17495 17457 9895 17442 8531
10236,3659 10500 17911 8023 9675 9685 9686 9695 8032 17830
10237,12765 6210 16114 7681 84 6682 15444 6867 15342 15450
10238,6118 12975 2326 10502 3310 6761 2328 13387 3648 3308
10239,3957 17343 13884 16875 15646 14652 4795 6940 7083 10432
10240,13178 2778 13153 13155 16974 17507 13162 13170 13172 2746
10241,15756 6579 5880 6202 15685 1742 16342 11057 1870 1890
10242,758 16104 15565 6133 3599 6593 848 11575 11839 17081
10243,8615 8635 8558 8567 8573 8591 8603 8614 8541 8632
10244,12516 9090 12514 9087 6923 8525 10099 6248 1997 13821
10245,4265 17140 13941 13975 13971 3450 3470 3474 3428 13942
10246,4244 1313 4240 4934 4920 5902 4617 4571 4412 5388
10247,17556 17553 17729 17921 17376 17954 17813 8139 17618 8054
10248,1946 1446 12665 1117 5693 6891 2762 5713 2748 5786
10249,4265 4719 7001 13237 11057 8310 13155 16646 1793 8319
10250,4795 2987 1185 4887 8139 8242 318 8281 2183 8417
10251,16391 8807 8803 11860 10522 12695 11858 8806 15259 17926
10252,9392 758 1890 13237 745 3511 3459 5819 746 3452
10253,11317 17578 9258 17556 2307 10194 9224 7480 239 17553
10254,1890 758 10943 3113 4046 4695 14851 15337 1503 1521
10255,1040 549 5043 1030 5463 5030 5027 790 272 4322
10256,7787 7734 11943 7803 11465 11940 11614 11035 7816 11480
10257,1185 4887 2987 16342 11057 10500 3659 13576 2843 10338
10258,12138 17420 6477 16509 12872 6349 17245 15770 4569 13606
10259,758 1890 10123 8841 6579 7702 9865 731 6202 6922
10260,13237 9392 5212 1890 758 4265 8441 14277 8429 2019
10261,9341 9401 9312 9319 9325 9327 9329 9299 9426 9446
10262,8431 13788 13821 1843 13809 13804 13830 1858 8441 13848
10263,3156 5620 3208 5577 5572 3176 15880 3223 3154 819
10264,13237 1715 4022 3958 3976 1736 6139 1661 4025 4009
10265,12707 15300 12682 12686 15109 14315 3351 14341 6356 15119
10266,11057 16342 12606 12599 12638 7184 1824 12617 7160 7221
10267,8841 5880 1742 731 15756 17585 7702 13526 1870 6579
10268,597 1433 5428 2068 10589 2067 10976 5823 14883 15965
10269,14060 10338 5250 13576 5367 2843 4265 7271 14456 14448
10270,9392 13237 758 1890 16776 1877 7888 1882 12877 7873
10271,8326 10061 15514 9329 9327 8143 8513 12516 9325 16934
10272,13231 9770 7377 3315 11940 8133 13569 11943 11944 7383
10273,10103 6902 16477 16470 7816 15216 10106 16457 16451 16484
10274,1890 4265 758 11600 13042 3331 1153 12516 16559 3896
10275,16342 11057 2846 1080 12584 14315 6356 15145 5849 14963
10276,4695 3113 4046 9038 12301 13223 18022 17784 8718 10950
10277,6354 10943 7001 4055 6039 4077 4093 1547 6063 6046
10278,3586 15079 15922 1882 2720 3593 1259 1236 5713 2748
10279,11057 10943 16342 14761 8052 13898 6391 4549 8115 15612
10280,758 1890 9392 3659 5212 4569 6349 6477 6344 10500
10281,14967 14963 1080 12548 3402 12740 6006 5870 6292 12584
10282,16342 11057 4770 517 507 15145 5326 512 3560 1181
10283,4795 12321 216 1239 3712 5165 9000 4610 18050 17956
10284,11389 11646 7839 12281 11764 10760 12412 8076 7374 7543
10285,13731 6602 11035 6613 15507 3242 17666 17667 2280 3238
10286,3994 4009 1730 1736 1661 3992 3958 6103 6118 4022
10287,8138 2398 2413 8134 2408 2407 2426 8168 8159 2446
10288,5432 4721 4920 5075 939 5074 5789 213 5221 953
10289,1185 4887 2987 16861 17203 16324 7768 10753 15703 7978
10290,7968 14752 8043 8033 8009 14726 14727 14734 7984 7974
10291,1946 5963 2748 2762 14967 14963 14955 14998 6006 14917
10292,11057 5015 13526 1870 17585 7702 731 15685 1742 10123
10293,16365 17457 16364 301 9660 2200 2192 11576 5141 4878
10294,8054 10267 8636 8417 9148 9575 17751 17752 9342 8898
10295,2544 2649 2587 1464 2657 1946 2559 14851 2386 2456
10296,7644 7665 4843 7624 5463 7629 5213 7639 7619 5460
10297,11057 14060 16342 10338 5250 1890 758 5367 3799 3188
10298,11887 6357 11876 2454 12870 8526 1846 12865 8522 1861
10299,5823 10976 5428 6223 9567 1433 597 2924 15965 14587
10300,5212 1313 1267 1261 1283 1270 10943 4240 566 4244
10301,13716 13717 13688 13692 13693 13696 13697 13707 5487 5481
10302,11057 16342 10943 4887 2987 13231 4025 1709 4023 1661
10303,5212 13237 11057 16342 10320 10316 10327 10322 10254 10298
10304,16342 11057 6050 149 4764 2068 2067 5823 14883 17339
10305,5030 5027 5721 5723 5051 5724 5043 5733 579 5013
10306,4422 4421 4442 4439 4432 4426 4425 4445 4414 4410
10307,5249 5241 5291 5284 5261 5299 5247 5213 5221 5300
10308,13237 1870 758 6202 6922 8841 6579 731 10123 5880
10309,8054 7309 2307 12311 7290 2301 318 2298 11160 4409
10310,10800 11107 10838 3659 9917 9920 11306 10444 11249 11338
10311,4265 12943 13237 10653 2831 2832 2836 2827 13521 16856
10312,758 10760 16249 8247 16893 12111 8277 12101 10762 8284
10313,10298 13028 2836 10316 2832 16619 16618 2831 16634 16608
10314,84 12765 6210 7681 3890 16114 7264 13561 14665 3885
10315,16342 11057 1313 1270 1267 1261 1283 4719 1070 10142
10316,6093 13886 6084 6088 6090 13888 6082 13882 6099 6080
10317,6210 3890 16114 84 12765 6567 271 2987 7083 10302
10318,12036 12034 12041 12040 12039 12038 12037 12043 12035 12031
10319,6354 4121 4275 4222 4170 4280 4126 4106 4244 4190
10320,14998 7184 7216 10906 10881 4651 4687 14967 14923 197
10321,5212 9392 11057 1890 758 7001 10943 1742 1870 6922
10322,11241 12956 13136 5123 4982 13931 301 13769 7087 5240
10323,6922 15756 7702 1742 731 10123 5015 9865 5880 17585
10324,8841 7702 731 1742 5880 6202 13526 10123 5015 15685
10325,11057 16342 4265 1709 4055 4077 4094 1547 1736 1725
10326,13237 4265 16342 11057 758 1890 16024 6687 8310 14617
10327,10943 13237 2027 464 2152 439 2183 444 2109 434
10328,10943 11057 16342 6139 1715 1709 1722 4025 6103 6118
10329,10274 10253 10320 10298 17433 10327 10254 10223 10226 17450
10330,4265 16342 11057 8233 9770 2997 1725 3310 14278 1722
10331,7001 4265 10943 6354 7433 3799 6865 17126 998 1833
10332,17900 9790 7731 10354 7290 9846 14037 7371 7480 9953
10333,7638 4569 4795 6344 17420 12872 6477 17245 13918 16220
10334,758 1890 6202 13526 1742 17585 731 17961 5015 5880
10335,10338 13576 5367 5250 14060 2843 13549 9000 9441 18014
10336,14449 2846 14868 15785 14917 12548 14923 14448 12575 12556
10337,4719 3659 10500 6210 2843 16114 2987 7264 1185 10338
10338,11148 14592 11852 13216 5390 10279 7753 11457 7098 15418
10339,11057 16342 4887 2987 1185 17376 7617 7625 12015 11394
10340,758 1890 13237 17188 1433 7577 2068 2067 9567 6223
10341,758 1890 9392 5212 5463 1736 4023 6139 5836 1730
10342,2381 9118 9567 149 4764 11273 11214 14883 1433 2068
10343,10338 5367 14060 8878 7142 11286 16324 482 8875 4502
10344,13231 11235 2186 788 15812 4205 7055 15697 3251 17898
10345,4265 4719 8326 13237 1901 1902 9446 1910 1900 14744
10346,13526 5880 1870 15685 15756 5015 17585 6922 7702 9865
10347,3659 10500 5841 6361 3265 9676 2793 1205 1402 2687
10348,16342 11057 10943 7001 6354 5367 14060 2204 2178 2843
10349,1890 758 5414 5422 5420 4495 895 5410 371 1384
10350,4719 758 11057 6354 1890 7001 10943 2843 14060 10338
10351,1890 758 3659 10700 7276 10721 10719 10711 10707 10745
10352,8023 17813 17740 17442 7371 17259 17308 7355 17307 7347
10353,758 1890 5212 9392 6354 7001 10943 9635 9596 9643
10354,6063 4077 4093 6071 1607 1569 6041 1605 6051 6039
10355,758 1890 3593 14998 5870 15785 1080 5849 3452 5922
10356,14102 2720 1464 14500 1205 2793 1533 2464 2687 2558
10357,11948 4651 175 7012 14037 7042 14029 2307 6989 11901
10358,8728 5910 15103 5676 18050 5363 718 17956 15436 11471
10359,550 444 2152 489 2200 2183 677 615 464 587
10360,758 4022 3992 3994 4009 1736 4023 6139 4029 1730
10361,758 1890 4151 663 1213 4571 654 249 248 272
10362,6923 6927 11944 11943 11940 6902 6906 11959 11896 11877
10363,15756 5880 10123 13526 7702 8841 6922 1742 6202 1870
10364,4719 7295 8050 8043 550 11835 7662 11655 11676 7377
10365,1665 5596 14998 3208 5464 3686 6530 12740 6292 3200
10366,10943 7001 9392 5212 2204 6354 2178 4265 1890 758
10367,1870 15685 8841 10123 6202 9865 7702 17585 6922 5015
10368,8023 17259 17159 17409 16861 17911 17740 10288 17495 8032
10369,2843 5250 10500 3659 5367 2987 1185 4887 4265 17050
10370,13576 10338 5250 2843 2178 14060 5367 2204 12041 12040
10371,5292 5291 5300 5299 549 460 190 453 5261 183
10372,10338 5250 13576 14060 2843 5367 17585 17961 6579 10123
10373,13231 2987 1185 4887 7117 7116 1669 1661 7113 12130
10374,8326 17235 8651 8921 17751 17752 17412 8242 8652 8875
10375,4265 17291 14778 17294 6453 3746 16246 8308 9635 17284
10376,15646 14652 17343 16875 13884 3957 4795 10302 7083 4887
10377,758 1890 5880 13526 5015 1742 1870 6579 15685 10123
10378,13738 5145 4852 5216 13136 13220 4878 13776 13769 13876
10379,5212 9392 16509 16220 14899 16432 13918 12138 12872 12465
10380,13576 10338 14060 4265 2843 5250 5367 4795 10309 12686
10381,10338 2843 5250 13576 14060 5367 12512 6923 7635 7645
10382,758 10943 7001 5420 5414 5410 5401 5392 5432 5388
10383,10500 3659 7160 7221 7125 7129 11940 11944 11959 11973
10384,10068 392 11409 9352 17019 13227 3902 7364 552 17373
10385,10741 2271 10426 15743 17388 12412 17389 16885 3804 16883
10386,5074 4743 4151 447 5605 5086 5364 1030 5599 5075
10387,758 1890 13237 4265 8326 5212 9392 3872 3366 16424
10388,1185 2987 4887 6567 271 3659 2109 2200 677 2192
10389,4265 8627 16781 2770 9555 4980 13357 11494 1986 10660
10390,758 16342 11057 1890 2178 2204 9392 5212 10123 1742
10391,17585 5015 1870 15685 1742 9865 5880 731 7702 6922
10392,8139 17854 10066 10060 17159 17161 17048 17235 8531 17907
10393,5212 9392 11057 16342 3839 763 16219 10962 8372 9520
10394,5367 5250 14060 2843 10338 13576 4265 8467 8476 8441
10395,13237 16477 7625 2047 7617 16484 12492 2087 7570 7645
10396,6112 3958 4009 3992 1709 1619 1720 3976 6139 6118
10397,10943 6354 7001 1946 1446 2386 17729 17737 4190 5401
10398,2545 8557 14329 16682 8591 14338 8573 8567 8558 8614
10399,489 615 444 2152 464 482 677 434 2027 2200
10400,14397 15831 14449 14917 1117 6530 12556 14448 14456 14868
10401,2924 15965 5428 149 4764 17188 1433 14883 17339 11214
10402,5212 9392 13884 14652 17343 3957 16875 15646 758 1890
10403,11057 16342 3659 10500 3113 4046 4695 552 16340 2145
10404,13237 16180 16207 9198 16200 16197 9209 16183 16182 16216
10405,4029 1547 6103 1722 1720 6112 1709 1554 1730 1551
10406,12943 16342 11057 4265 16928 16939 16934 10130 16930 16943
10407,2751 5467 2692 2710 5387 2716 2750 983 2878 5473
10408,4265 13237 1890 758 9392 11655 3215 16011 16020 3217
10409,9543 12101 15681 12390 14691 8986 12388 15893 11646 7617
10410,16693 7317 17954 17050 17670 4162 7887 7642 16161 7319
10411,1137 1140 1103 1107 1111 1076 1181 1176 1070 1153
10412,11830 2075 6682 1201 2062 8522 8507 1194 2082 2043
10413,4265 15376 4205 9751 9125 17340 15812 10632 5970 15092
10414,4645 5300 1267 480 5207 5670 1270 932 5299 939
10415,1117 840 14456 5819 3130 3136 3154 834 5849 3156
10416,4265 13237 16558 15952 9422 15938 9423 16557 9446 9401
10417,2987 4887 1185 1890 758 5212 9392 1554 1605 6039
10418,12748 12807 12820 12825 10066 10060 6530 17954 6624 15300
10419,758 1890 10338 14060 5212 13237 13153 8742 8743 13155
10420,677 2027 434 482 587 439 2121 444 464 489
10421,1890 758 9392 11692 11694 17450 12902 12906 12937 12899
10422,2204 2178 8841 1870 13526 5880 15685 15756 6922 5015
10423,17813 16365 7480 10238 10267 17921 16397 10288 10194 17495
10424,12740 6404 14923 14917 6356 14955 2846 947 14963 952
10425,4265 12484 6118 12468 12470 12750 12477 12746 7354 6139
10426,4980 14267 5128 11494 10137 15917 17273 9555 16781 3572
10427,7042 5308 10753 8875 4250 16210 8878 8898 239 7012
10428,758 8326 13231 1890 2178 2204 11057 4795 14726 9871
10429,1736 6103 3953 1715 6139 4009 3958 3994 1730 3976
10430,11057 16342 758 1890 216 12321 4341 8728 5910 9000
10431,17900 10066 8032 8023 17911 17907 17495 10060 17457 17578
10432,3659 10500 13400 10339 10330 16693 1648 17433 17442 10349
10433,758 1890 5433 14168 11281 11408 8827 15769 17228 15361
10434,17954 17578 17376 17553 17556 17670 17921 17344 10060 17308
10435,2908 13521 13609 13587 2886 13569 13622 2913 2931 2921
10436,4280 4244 4376 4362 4322 4299 4293 4393 4275 4220
10437,10620 10624 10593 1736 10607 10608 10586 1764 15579 15630
10438,7001 6354 10943 16114 7264 12765 17013 3231 15181 3243
10439,6210 1939 13191 8560 8571 8547 1930 1887 1894 1971
10440,13237 8326 4265 8009 8050 10620 8111 10746 10745 10762
10441,8242 17457 17751 9462 8636 17900 8139 9790 17376 8996
10442,597 6050 3707 5428 14883 14587 7305 1433 2924 2381
10443,1890 758 6016 3783 12740 746 6292 6006 3156 1836
10444,6567 3103 3098 4520 3811 3333 4199 3108 3803 4509
10445,16342 11057 763 10962 17421 4518 6865 7433 6787 17126
10446,1607 1551 1547 6039 1569 4055 4077 4093 4094 1605
10447,11034 4162 17752 17751 17740 17737 17759 17729 7347 7317
10448,16856 6754 11324 15337 8032 8878 17752 8875 16861 6724
10449,4708 3157 11537 8980 4144 11076 2970 14932 14220 8187
10450,1997 4427 14260 8247 16365 16364 1996 6406 8245 16354
10451,14405 1900 14400 16411 1877 6351 16415 16391 1902 1866
10452,758 1890 17670 17442 8032 17393 10288 17556 17921 17259
10453,4795 7309 16130 9846 17307 17308 16161 7319 7317 9817
10454,11057 16342 13231 4795 6437 1687 10632 1185 4887 12702
10455,4265 16342 14481 14468 14474 14479 14480 14439 14532 14605
10456,5422 5420 298 5424 1267 606 5414 15450 5432 15444
10457,3659 10500 6754 3511 5545 5530 5572 3130 5483 3136
10458,16919 16944 8572 16856 16861 8531 17381 17050 8417 17048
10459,13257 2817 12661 10955 17572 17574 6049 2813 6052 16892
10460,758 2178 2204 13237 4265 6202 5880 10123 15685 5015
10461,7702 1870 15685 6922 5880 1742 10123 731 6202 8841
10462,1725 4022 6139 6103 1669 3953 4023 1730 3958 3992
10463,2987 1185 4887 16342 1890 11057 758 6526 6564 6554
10464,1722 1730 1715 4009 1720 3992 1725 4023 4022 1709
10465,550 2183 2200 2121 434 677 587 615 2192 489
10466,4887 1185 2987 1722 1715 3976 3958 1669 1725 6139
10467,6223 17188 2924 7577 17339 3707 11214 10589 2381 17674
10468,758 9392 1890 13231 4077 1722 3958 1720 1715 3953
10469,6354 7001 10943 17507 7481 2418 2414 13068 11607 7486
10470,1185 4887 2987 10500 5724 5721 4556 5364 5723 4545
10471,13231 8326 1605 8060 3746 8073 11342 16793 8050 13172
10472,3659 10500 4265 13918 17490 12465 16220 16432 15770 17420
10473,5460 183 190 1331 5474 187 5463 1313 5432 5422
10474,15145 5963 952 898 15151 1665 6404 1647 947 3452
10475,2987 4887 1185 17245 16432 13918 13606 4569 12138 16509
10476,16162 2836 12160 7873 14338 2094 7870 9140 10571 16154
10477,4265 8270 5128 8144 11494 5275 10137 5794 16781 11334
10478,17670 7480 17907 9790 17900 17235 17207 17203 17259 16324
10479,10943 17235 16445 10446 16397 8023 17813 10238 17830 7319
10480,4023 4025 16619 13131 13896 4022 6118 6103 17333 17330
10481,758 1890 4795 14060 10338 2178 2204 5004 4940 4947
10482,758 1890 13237 9392 9325 6873 16954 16957 9319 16959
10483,4025 8118 8111 10653 1648 10650 4029 8124 10645 1661
10484,3839 7851 1340 763 17346 7433 17421 17126 15508 16863
10485,1890 758 9392 5212 2204 2178 10943 13231 4719 4887
10486,758 5403 1890 15750 7423 17556 17553 7290 9953 17161
10487,4447 12764 15023 12770 15028 12768 15030 15021 12763 15036
10488,16342 11057 758 333 4653 4667 4659 4678 329 720
10489,6530 14456 12575 12556 12548 15300 15880 15230 2846 6493
10490,8033 8060 7968 7973 7974 7984 8009 7915 8050 8111
10491,5212 4729 4106 638 5326 640 190 629 187 183
10492,4887 2987 17344 8242 16944 16210 16946 17921 16740 7480
10493,3130 15151 952 14456 6356 3402 1005 947 12686 5819
10494,1890 758 11057 16342 9392 5212 4275 4280 5885 5761
10495,13237 9635 9657 9649 9643 9658 9534 9543 9718 9573
10496,8326 1542 1581 1464 1503 1521 1402 1576 2762 1946
10497,1648 1725 3955 6139 3953 4009 1730 6103 3958 3994
10498,3659 10500 13231 17089 2697 2682 12960 12951 2690 12944
10499,629 638 606 5186 5185 5207 652 640 579 5166
10500,758 2178 2204 1890 9392 6940 7083 5245 10432 10302
10501,1890 758 13231 16342 6354 7001 10943 11057 13237 4887
10502,10943 17585 13526 8841 5880 15756 9865 6922 1870 10123
10503,14259 5240 11359 14261 10267 301 11034 17203 5230 3769
10504,12825 12807 12748 12820 3659 10500 1464 1402 15337 1882
10505,758 9392 1890 3659 6354 10943 7001 13237 4434 4430
10506,4719 16342 11057 4721 678 4711 5392 5388 682 5401
10507,13231 10943 516 1384 1381 4376 823 190 4362 1374
10508,9825 9807 9897 9879 9871 9869 9847 9836 9923 9818
10509,4265 5250 2843 14060 4795 10338 5367 5245 10302 6940
10510,9392 5212 6129 1986 11494 17273 10137 14267 11334 15917
10511,8326 216 9000 5676 9441 4610 1801 18014 15436 5224
10512,16342 11057 5212 9392 271 6567 1185 4887 2987 13237
10513,11057 16342 8270 11155 14267 13357 11494 5643 15965 11262
10514,16342 11057 10500 3659 17343 16875 3957 14652 13884 15646
10515,4265 16342 7973 9825 11170 7968 3632 11166 16154 3873
10516,11480 9657 1933 14691 14693 12714 9658 12712 14695 7873
10517,10943 6354 7001 13237 1890 758 13277 13274 3433 11166
10518,3890 16114 6210 12765 7681 84 10338 10137 15376 9125
10519,4887 271 6567 2987 16342 1185 11057 4795 3096 3690
10520,10500 3659 11208 12045 12031 7329 7345 7308 11179 11181
10521,17954 10238 10624 10267 16130 7423 17729 16807 8417 7271
10522,4093 4106 14480 14479 4077 14474 14468 14466 4055 4094
10523,5575 4940 4306 371 654 5557 1030 4322 1040 4947
10524,10288 17900 8023 17759 17457 8139 17442 17618 17854 17670
10525,8326 12321 14368 216 4610 15436 5165 5910 9441 17956
10526,2987 4887 17421 7433 2340 9520 6787 2382 17012 15508
10527,16342 11057 1890 758 13237 5789 4322 4614 4896 5801
10528,9392 4853 4789 4791 4803 579 4770 4843 4896 4865
10529,4265 4719 16781 5275 14267 5128 15917 1986 8270 10137
10530,2178 2204 2924 7577 17188 241 17339 10123 17585 6579
10531,7418 16112 17106 10254 7406 13236 10253 7412 10245 2979
10532,4265 6728 12015 11944 6746 6741 11959 6739 11973 6760
10533,5212 9392 16342 11057 1313 1270 1267 1283 1261 4719
10534,7001 10943 6354 9596 7642 16717 7635 7645 7617 17618
10535,15145 4088 15079 15109 15119 6006 15230 6156 5963 15151
10536,1709 11150 11179 11170 11166 11183 1722 11116 11215 1715
10537,11830 1143 1108 1110 11861 1114 8560 6881 1136 8547
10538,13821 13809 8573 13848 8591 13830 8567 13788 1843 13879
10539,11273 17674 7577 6050 2067 597 5643 5823 4764 5428
10540,8417 16944 16861 8281 16919 16856 8572 8531 8139 16946
10541,758 1890 12825 12807 12820 12748 16342 5403 11057 9555
10542,460 5392 453 5317 5324 5326 5300 5388 5414 480
10543,4719 12398 7336 9737 7785 17202 5832 16820 294 12922
10544,4719 14923 5713 1787 5819 3586 3593 5786 5849 14341
10545,13907 7220 4804 10529 4847 15593 12800 3859 84 2510
10546,10060 17553 17207 17203 17954 10066 17344 17495 17393 17900
10547,10948 4395 11453 1059 16292 11157 11694 17395 3759 2089
10548,10066 17670 17740 17235 17578 9855 17618 10194 17813 17376
10549,11494 1986 13231 4980 11334 10660 6129 8627 3817 9555
10550,10288 8242 17921 10238 17381 17670 17308 17442 17911 17259
10551,17751 8281 17259 10288 17737 8417 17740 17235 17729 17207
10552,4265 1890 5212 9392 758 11057 16342 14883 5643 10589
10553,13231 4265 16342 11057 6050 2381 2068 14587 7577 10589
10554,6210 16114 12765 7264 7681 5367 5250 84 10338 14060
10555,9000 11471 5676 12321 13549 13839 16624 17956 15436 718
10556,3976 1619 3953 3955 16445 1648 10194 7939 1661 16482
10557,10881 10238 7317 8032 17203 7319 17207 8023 8054 14052
10558,9392 5212 758 13231 1890 15274 17373 3188 9352 7364
10559,4265 2682 10566 10593 17089 10586 14078 7570 1551 10571
10560,1321 4430 1477 1384 1381 1374 4448 4538 4434 1365
10561,7506 7508 7639 12461 12418 12781 7265 7629 12710 12746
10562,7915 7888 7964 7929 7919 7973 7839 7870 7974 7873
10563,6622 17051 12821 3848 3847 6619 9173 9153 3830 6641
10564,4265 10943 14695 14696 1720 14693 1722 14687 1730 9209
10565,758 1890 9392 13237 15787 15796 4635 8769 8785 1455
10566,2541 16650 3395 1012 15958 17728 1966 620 3 1890
10567,2843 13231 13576 14060 10338 4265 13237 5367 8326 1030
10568,11157 3342 4719 11057 1059 14004 6339 6188 11453 13878
10569,12548 10194 14868 8023 17553 17344 16210 10906 17556 8032
10570,1890 13237 758 1648 4025 1709 6103 1715 1736 3992
10571,16338 14880 9643 8284 16343 10327 15805 15796 9075 10330
10572,13734 1156 1397 8736 11475 9652 11220 3082 4682 15926
10573,13231 1185 4887 2987 10338 4795 14060 5794 15917 3572
10574,9895 9817 9846 8531 8417 9790 9849 8572 9953 9855
10575,7001 10943 6354 15039 17540 6339 1059 17417 6461 14751
10576,9392 5212 2067 11273 11262 11214 15965 2068 13237 2924
10577,9392 5833 5836 969 5130 5401 4729 4545 291 4742
10578,2381 1433 17188 6223 14587 17339 7305 17674 597 149
10579,12820 14704 12825 1464 1459 14642 1946 14720 14226 1503
10580,11057 16342 7433 16219 9306 232 2382 998 6865 1833
10581,1890 758 12943 1964 15786 15787 15789 1965 15805 11723
10582,17152 10008 921 4088 14923 4092 14924 17144 10010 16071
10583,10943 4406 4413 4362 4376 4388 272 4393 4396 293
10584,13237 4265 15917 8774 5128 17273 8144 10660 5794 13357
10585,1059 2616 6461 14884 16429 17540 12456 6339 14751 15039
10586,2616 11157 14884 6339 10948 13878 6461 17395 16429 325
10587,4265 16342 11057 6602 16817 9094 3802 11170 13035 11178
10588,6867 15371 15347 6628 6607 6854 6881 15392 15324 15318
10589,1890 758 12943 1720 1648 4055 1722 6063 1554 4077
10590,4106 4121 190 1070 663 1076 654 652 213 187
10591,1459 14500 1236 1232 1229 1402 1205 14102 14473 14109
10592,12556 5922 5786 14456 15300 15109 12548 14449 14967 14963
10593,10470 1900 10458 14260 10468 16494 10478 1902 1877 1901
10594,17921 17752 17854 10288 17759 8572 10238 17161 17618 17393
10595,5015 17585 15685 9865 6922 7702 8841 1870 731 6202
10596,12740 1080 14341 15831 6530 14917 1005 5849 5870 5786
10597,18058 0 5212 4795 9392 5250 11214 2924 10589 5823
10598,7290 4162 14037 7371 14052 10881 7271 7355 7423 10906
10599,1890 758 13696 13688 13755 13725 16846 13721 13716 13707
10600,4719 271 6567 6940 10302 10432 5245 16342 7083 8326
10601,14341 952 12584 14448 14449 6530 14456 6493 15230 1117
10602,15922 14261 14955 14397 3136 3855 15785 3130 14963 14998
10603,7364 9875 14818 17908 10068 13227 3902 2782 17373 17019
10604,15230 6261 14261 921 12740 15109 1647 5679 3769 5675
10605,13435 3193 14087 5841 9676 3859 6361 10943 3265 14378
10606,272 5388 5291 5292 5300 5305 5317 5324 5326 5364
10607,1890 13237 758 7512 7929 7089 11181 10762 7495 11179
10608,16278 9422 8614 16280 14952 14953 14940 14974 9836 8603
10609,482 2183 550 464 2192 434 587 439 677 615
10610,1185 4887 2987 6867 8232 8231 8186 8174 8168 7280
10611,1890 13237 758 4265 7083 10302 10432 6940 5245 13231
10612,4265 13068 13788 14691 15743 15068 16180 3366 1945 7570
10613,5367 2843 5250 3659 4029 6071 1648 3976 4093 3953
10614,17381 7371 17411 17409 11034 17907 17618 17393 7423 17911
10615,2152 8834 11650 13321 9402 587 7142 13087 103 677
10616,15685 6202 6922 731 7702 5015 6579 15756 13526 9865
10617,1946 11324 6823 14139 6623 6624 12356 6795 6754 6891
10618,4795 7839 15583 10746 2913 10745 10741 2920 2921 15579
10619,12575 5530 3200 14998 3208 3223 5545 12556 3291 15880
10620,1648 1614 3976 4009 1661 1715 1619 1569 1605 1722
10621,16180 8060 8050 2047 10978 10975 15060 10954 16182 11003
10622,11606 14881 3973 3972 3971 3969 3967 11619 14871 3975
10623,10338 14060 5367 5250 13576 2843 15685 17585 1870 1742
10624,4795 18014 5676 18050 17956 13549 9601 216 4341 14368
10625,4265 4094 4009 4022 4023 4025 4029 4055 4077 3992
10626,10500 3659 2782 13227 9352 7364 17019 10068 15244 13691
10627,8326 10137 4980 11155 16781 2770 3817 9555 758 5275
10628,4719 13946 10121 2178 14179 13310 2204 14384 15887 4795
10629,6356 898 6006 14963 7290 7939 5572 7271 1665 5434
10630,3659 10500 10943 763 7879 16219 7851 10962 16177 17502
10631,13231 4719 12943 13237 6129 5794 11494 14267 13357 15917
10632,1459 6823 1464 14139 1581 1521 6947 6891 1576 6724
10633,84 3890 12765 7681 6210 16114 10210 10213 16943 2141
10634,9392 11057 12740 12707 6016 15230 3402 12682 12686 15831
10635,10309 6354 7001 10943 4265 17921 17048 17911 9817 17907
10636,13231 9392 5212 1890 758 8326 11334 10137 11155 12860
10637,7001 6354 10943 13237 16865 13298 1945 7383 1949 7377
10638,13231 15039 14884 6461 14267 10137 1986 15917 14125 11494
10639,13237 5212 8769 16374 9825 16041 9836 8371 9807 15712
10640,4795 258 169 246 3659 12914 9939 5248 9938 15226
10641,731 6579 15685 6202 5015 1870 5880 1742 8502 13526
10642,8076 12514 1722 1720 1715 1709 1730 12516 10760 6112
10643,13231 6129 10432 17273 8627 8270 16781 5128 11155 5275
10644,1890 758 4865 4916 4914 4902 4900 4896 4920 4803
10645,8326 8627 5128 2770 10660 4980 16781 15376 15917 11027
10646,758 1890 2598 8649 2603 2602 8653 8656 8647 8659
10647,12035 12033 12040 12039 12038 12037 12036 12042 12034 12030
10648,10943 5212 9392 953 14109 7271 969 14102 7290 973
10649,16509 12465 17420 14899 16432 15770 13606 16220 17490 12138
10650,9153 9178 9099 9109 9131 9133 9137 9140 9145 9090
10651,213 5186 223 606 5401 4721 5410 1086 5420 5422
10652,4159 4158 4168 15046 4166 4165 4164 8287 8289 12019
10653,6922 10123 6202 15685 6579 13526 7702 17585 1870 17961
10654,4265 14378 9652 13435 11220 14087 13960 11475 13734 11613
10655,10943 13877 17272 17275 17277 3029 2118 17291 13879 17284
10656,2987 1185 4887 4795 12321 5363 9000 15436 1239 15103
